Time,Position
43273.925,422;771
43306.917,421;769
43341.053,420;767
43374.054,420;765
43407.092,421;766
43441.259,422;764
43474.251,422;765
43508.252,423;766
43541.482,425;768
43574.481,426;765
43607.566,426;761
43641.057,427;761
43673.744,428;759
43708.736,427;757
43740.386,427;756
43773.377,427;755
43807.417,425;753
43840.989,425;753
43873.991,426;751
43907.001,427;751
43940.565,428;751
43973.565,428;752
44007.579,429;751
44041.111,429;750
44076.11,428;751
44107.105,427;751
44141.221,427;749
44174.218,426;750
44208.301,424;749
44240.654,422;744
44274.653,421;740
44308.735,419;733
44340.247,418;721
44374.248,423;706
44408.242,426;693
44440.755,428;683
44474.755,439;672
44508.75,446;658
44540.391,450;648
44575.382,451;646
44607.384,451;647
44640.497,453;648
44675.497,453;646
44707.499,451;646
44741.863,448;646
44775.039,445;647
44808.035,445;648
44842.113,445;650
44875.113,443;650
44908.115,444;649
44941.208,445;650
44974.281,444;652
45009.031,445;650
45041.305,445;650
45075.293,445;650
45108.295,446;651
45140.976,446;651
45175.101,447;651
45207.456,446;653
45241.042,447;655
45274.051,446;655
45308.045,446;656
45340.276,447;657
45374.532,446;657
45407.549,446;657
45441.051,445;656
45475.052,445;656
45507.097,445;656
45541.205,443;653
45575.214,441;654
45607.208,444;654
45640.351,447;653
45675.699,450;652
45707.701,449;652
45740.615,449;650
45775.615,451;649
45808.609,452;648
45841.23,454;647
45875.241,455;649
45908.326,454;649
45942.412,454;649
45974.421,454;650
46007.415,452;650
46042.123,452;650
46074.115,452;650
46108.118,452;650
46140.715,452;650
46174.633,452;650
46207.636,455;652
46240.974,457;652
46274.966,459;652
46307.968,461;653
46340.64,464;652
46374.818,464;651
46407.824,464;648
46441.179,463;648
46476.187,465;648
46508.182,468;649
46540.743,474;648
46575.83,480;644
46607.825,484;636
46641.036,491;626
46675.617,502;616
46708.619,515;604
46742.226,527;591
46775.255,536;581
46808.258,543;572
46843.593,542;564
46874.73,542;556
46907.816,540;555
46941.236,541;557
46974.236,540;558
47008.237,537;559
47040.74,535;560
47074.729,534;559
47107.737,533;561
47142.764,535;563
47174.772,534;562
47208.766,535;562
47240.953,534;561
47275.943,534;561
47307.946,534;562
47341.256,534;562
47375.248,534;561
47408.25,534;563
47443.757,534;563
47474.765,531;564
47507.887,528;566
47542.532,530;565
47575.541,530;560
47608.637,530;558
47640.698,529;559
47675.699,530;540
47708.692,524;535
47741.042,530;544
47776.035,530;543
47808.036,529;540
47841.655,529;540
47876.654,527;541
47907.663,526;540
47941.925,524;542
47974.924,524;543
48007.926,523;541
48041.026,519;539
48076.012,515;537
48108.013,511;537
48141.517,510;537
48175.517,511;539
48208.533,512;535
48242.048,512;529
48276.048,511;524
48309.042,511;518
